ticker,sector
VICR,Industrials
VIR,Health Care
VIRT,Financials
VITL,Consumer Staples
VLO,Energy
VLTO,Industrials
VLY,Financials
VMC,Materials
VMI,Industrials
VNO,Real Estate
VNOM,Energy
VNT,Information Technology
VOYA,Financials
VRRM,Industrials
VRSK,Industrials
VRSN,Information Technology
VRT,Industrials
VRTS,Financials
VRTX,Health Care
VSAT,Information Technology
VSEC,Industrials
VSH,Information Technology
VSNT,Communication Services
VST,Utilities
VSTS,Industrials
VSXY,Consumer Discretionary
VTOL,Energy
VTR,Real Estate
VTRS,Health Care
VVV,Consumer Discretionary
VYX,Information Technology
VZ,Communication Services
WAB,Industrials
WABC,Financials
WAFD,Financials
WAL,Financials
WAT,Health Care
WAY,Health Care
WBD,Communication Services
WBS,Financials
WCC,Industrials
WD,Financials
WDAY,Information Technology
WDC,Information Technology
WDFC,Consumer Staples
WEC,Utilities
WELL,Real Estate
WEN,Consumer Discretionary
WERN,Industrials
WEX,Financials
WFC,Financials
WFRD,Energy
WGO,Consumer Discretionary
WH,Consumer Discretionary
WHD,Energy
WHR,Consumer Discretionary
WINA,Consumer Discretionary
WING,Consumer Discretionary
WKC,Energy
WLK,Materials
WLY,Communication Services
WM,Industrials
WMB,Energy
WMG,Communication Services
WMS,Industrials
WMT,Consumer Staples
WOR,Industrials
WPC,Real Estate
WRB,Financials
WRLD,Financials
WS,Materials
WSC,Industrials
WSFS,Financials
WSM,Consumer Discretionary
WSO,Industrials
WSR,Real Estate
WST,Health Care
WT,Financials
WTFC,Financials
WTRG,Utilities
WTS,Industrials
WTW,Financials
WU,Financials
WWD,Industrials
WWW,Consumer Discretionary
WY,Real Estate
WYNN,Consumer Discretionary
XEL,Utilities
XHR,Real Estate
XNCR,Health Care
XOM,Energy
XPEL,Consumer Discretionary
XPO,Industrials
XRAY,Health Care
XYL,Industrials
XYZ,Financials
YELP,Communication Services
YETI,Consumer Discretionary
YOU,Information Technology
YUM,Consumer Discretionary
ZBH,Health Care
ZBRA,Information Technology
ZD,Communication Services
ZION,Financials
ZTS,Health Care
ZWS,Industrials
